best_fitness,best_raw_cost,best_penalty,x_bc,x_dc,x_Asc,x_bw,x_db,x_Asb,iter
9966479385333.691,5853.008481775387,9966479379480.684,0.45,0.45000021632205195,0.0020250011321043225,0.45,0.8,0.0003600002386717531,970
